Id_produktu,Producent,Nazwa,Pojemnosc,Jednostka,Cena_netto,VAT,Cena_brutto,Cena_strona,Marza,Status
1801,Kenay,Magnez 4 formy,180,kapsułki,112.58,0.08,121.59,169.01,0.39,Aktywny
1802,Inwet Herbs,Probiotyk 10 szczepów,120,tabletki,148.33,0.23,182.45,222.59,0.22,Aktywny
1803,Yango,Bacopa Monnieri,90,tabletki,112.35,0.23,138.19,186.56,0.35,Aktywny
1804,NatVita,Probiotyk 10 szczepów,500,ml,61.75,0.05,64.84,79.1,0.22,Aktywny
1805,Medica Herbs,Koenzym Q10,120,tabletki,64.5,0.23,79.33,91.23,0.15,Aktywny
1806,Alto Pharma,Miedź Chelatowana,300,kapsułki,129.81,0.08,140.19,154.21,0.1,Aktywny
1807,HempKing,Witamina D,60,tabletki,63.11,0.08,68.16,92.02,0.35,Aktywny
1808,UNS,Żeń-Szeń Koreański,90,tabletki,98.75,0.08,106.65,125.85,0.18,Aktywny
1809,Wish,Koenzym Q10,60,kapsułki,137.74,0.08,148.76,168.1,0.13,Aktywny
1810,Kenay,NAC 600mg,180,tabletki,74.37,0.08,80.32,98.79,0.23,Aktywny
1811,Pharmovit,Potas,30,ml,71.84,0.05,75.43,89.76,0.19,Aktywny
1812,Diochi,Magnez 4 formy,300,kapsułki,140.74,0.08,152.0,188.48,0.24,Aktywny
1813,Invent Farm,Miedź Chelatowana,300,tabletki,70.15,0.23,86.28,97.5,0.13,Aktywny
1814,Inwet Herbs,Maca Bio,120,kapsułki,118.37,0.23,145.6,214.03,0.47,Aktywny
1815,Kenay,Probiotyk 10 szczepów,30,ml,90.51,0.05,95.04,140.66,0.48,Aktywny
1816,Medica Herbs,Kurkumina C3,180,tabletki,68.89,0.08,74.4,110.86,0.49,Aktywny
1817,Yango,L-teanina,1000,ml,126.06,0.05,132.36,153.54,0.16,Aktywny
1818,Health Labs,Maślan sodu,50,ml,79.49,0.05,83.46,108.5,0.3,Aktywny
1819,HempKing,Gotu Kola,150,ml,112.19,0.05,117.8,140.18,0.19,Nieaktywny
1820,Lab One,Ginkgo Biloba,20,ml,120.22,0.05,126.23,166.62,0.32,Aktywny
1821,Yango,Witamina K2 MK-7,20,ml,110.86,0.05,116.4,131.53,0.13,Nieaktywny
1822,Pileje,L-teanina,300,kapsułki,58.01,0.08,62.65,90.22,0.44,Aktywny
1823,NatVita,L-teanina,1000,ml,61.56,0.05,64.64,86.62,0.34,Aktywny
1824,Yango,Ashwagandha Extra,250,ml,93.76,0.05,98.45,124.05,0.26,Aktywny
1825,Pileje,Maca Bio,120,kapsułki,149.36,0.23,183.71,220.45,0.2,Aktywny
1826,Mito-Pharma,Probiotyk 10 szczepów,90,kapsułki,144.75,0.08,156.33,225.12,0.44,Nieaktywny
1827,HempKing,Saccharomyces Boulardii,250,ml,68.37,0.05,71.79,106.25,0.48,Aktywny
1828,UNS,Witamina E naturalna,1000,ml,144.81,0.05,152.05,197.67,0.3,Aktywny
1829,Skoczylas,Witamina D,500,ml,86.61,0.05,90.94,118.22,0.3,Aktywny
1830,HempKing,L-teanina,90,tabletki,89.05,0.08,96.17,106.75,0.11,Aktywny
1831,Medica Herbs,Krzem Organiczny,300,kapsułki,69.76,0.08,75.34,84.38,0.12,Aktywny
1832,Invent Farm,Probiotyk 10 szczepów,120,tabletki,55.54,0.23,68.31,94.95,0.39,Aktywny
1833,Progress Labs,Ashwagandha Extra,60,kapsułki,113.36,0.08,122.43,162.83,0.33,Aktywny
1834,Lab One,NAC 600mg,30,kapsułki,125.67,0.08,135.72,162.86,0.2,Aktywny
1835,Diochi,Witamina C,60,kapsułki,94.95,0.08,102.55,149.72,0.46,Nieaktywny
1836,Biowen,Ginkgo Biloba,30,kapsułki,71.83,0.08,77.58,106.28,0.37,Nieaktywny
1837,Pileje,Synbiotyk z Inuliną,60,tabletki,94.01,0.08,101.53,150.26,0.48,Aktywny
1838,Formeds,Różeniec górski,60,kapsułki,119.8,0.23,147.35,166.51,0.13,Nieaktywny
1839,Inwet Herbs,Saccharomyces Boulardii,300,kapsułki,142.97,0.23,175.85,203.99,0.16,Aktywny
1840,HempKing,Koenzym Q10,30,tabletki,67.13,0.08,72.5,93.53,0.29,Aktywny
1841,Alto Pharma,Omega-3 z alg,180,tabletki,135.42,0.23,166.57,231.53,0.39,Nieaktywny
1842,Pileje,Kolagen Type II,50,ml,80.86,0.05,84.9,125.65,0.48,Aktywny
1843,Inwet Herbs,L-teanina,50,ml,102.05,0.05,107.15,158.58,0.48,Aktywny
1844,MyVita,Magnez 4 formy,120,tabletki,63.48,0.23,78.08,100.72,0.29,Aktywny
1845,Yango,Kolagen Type II,1000,ml,125.1,0.05,131.35,173.38,0.32,Aktywny
1846,UNS,Kurkumina C3,120,tabletki,118.62,0.23,145.9,208.64,0.43,Aktywny
1847,Pharmovit,Witamina C,300,kapsułki,66.07,0.23,81.27,108.9,0.34,Aktywny
1848,Biowen,Selen + E,1000,ml,61.96,0.05,65.06,74.82,0.15,Aktywny
1849,Pileje,Witamina A,30,tabletki,53.36,0.23,65.63,72.85,0.11,Aktywny
1850,NatVita,Różeniec górski,500,ml,149.3,0.05,156.77,202.23,0.29,Aktywny
1851,Yango,Potas,60,kapsułki,122.55,0.08,132.35,170.73,0.29,Aktywny
1852,Biowen,Melatonina 1mg,180,tabletki,126.8,0.23,155.96,174.68,0.12,Aktywny
1853,Solgar,Selen + E,120,tabletki,107.89,0.08,116.52,152.64,0.31,Aktywny
1854,Biowen,Gotu Kola,120,kapsułki,108.18,0.08,116.83,158.89,0.36,Aktywny
1855,NatVita,Saccharomyces Boulardii,50,ml,56.63,0.05,59.46,74.92,0.26,Nieaktywny
1856,Biowen,Kurkumina C3,180,kapsułki,137.39,0.23,168.99,251.8,0.49,Aktywny
1857,Inwet Herbs,Koenzym Q10,500,ml,78.7,0.05,82.64,111.56,0.35,Aktywny
1858,Solgar,Witamina C,90,kapsułki,140.14,0.08,151.35,210.38,0.39,Aktywny
1859,Yango,Kurkumina C3,90,kapsułki,100.21,0.08,108.23,142.86,0.32,Nieaktywny
1860,Health Labs,Ashwagandha Extra,60,tabletki,82.99,0.23,102.08,119.43,0.17,Nieaktywny
1861,Kenay,L-teanina,30,tabletki,86.89,0.23,106.87,131.45,0.23,Aktywny
1862,Medica Herbs,L-teanina,30,ml,140.97,0.05,148.02,168.74,0.14,Aktywny
1863,Star Life,Witamina A,150,ml,101.74,0.05,106.83,118.58,0.11,Nieaktywny
1864,Alto Pharma,Omega-3 z alg,180,kapsułki,91.67,0.23,112.75,155.59,0.38,Aktywny
1865,NatVita,Cynk organiczny,90,tabletki,115.28,0.23,141.79,177.24,0.25,Nieaktywny
1866,Invent Farm,Witamina K2 MK-7,30,ml,93.43,0.05,98.1,135.38,0.38,Aktywny
1867,Health Labs,Witamina D,90,tabletki,103.05,0.08,111.29,145.79,0.31,Aktywny
1868,Aliness,Ashwagandha Extra,90,tabletki,129.64,0.08,140.01,176.41,0.26,Aktywny
1869,Lab One,Ashwagandha Extra,1000,ml,90.3,0.05,94.81,123.25,0.3,Aktywny
1870,Sanct Bernhard,Kolagen Type II,300,tabletki,146.53,0.23,180.23,250.52,0.39,Aktywny
1871,UNS,NAC 600mg,90,tabletki,96.77,0.23,119.03,169.02,0.42,Aktywny
1872,Invent Farm,Kurkumina C3,120,tabletki,95.48,0.23,117.44,138.58,0.18,Nieaktywny
1873,Lab One,Potas,120,tabletki,61.3,0.08,66.2,90.03,0.36,Aktywny
1874,Wish,NAC 600mg,250,ml,84.54,0.05,88.77,102.97,0.16,Aktywny
1875,Organis,Melatonina 1mg,180,kapsułki,66.88,0.08,72.23,100.4,0.39,Aktywny
1876,Formeds,Witamina D,90,tabletki,118.16,0.23,145.34,194.76,0.34,Aktywny
1877,Star Life,Magnez 4 formy,500,ml,101.61,0.05,106.69,134.43,0.26,Aktywny
1878,Diochi,Cynk organiczny,300,kapsułki,81.68,0.08,88.21,108.5,0.23,Aktywny
1879,Organis,Ginkgo Biloba,300,kapsułki,129.41,0.08,139.76,170.51,0.22,Aktywny
1880,Inwet Herbs,Witamina A,20,ml,79.03,0.05,82.98,100.41,0.21,Aktywny
1881,Star Life,Kolagen Type II,90,kapsułki,70.02,0.08,75.62,107.38,0.42,Aktywny
1882,Pileje,L-teanina,180,kapsułki,69.23,0.23,85.15,121.76,0.43,Nieaktywny
1883,Diochi,Ginkgo Biloba,30,kapsułki,124.12,0.23,152.67,196.94,0.29,Aktywny
1884,Pharmovit,L-teanina,180,tabletki,112.09,0.08,121.06,140.43,0.16,Nieaktywny
1885,Invent Farm,Cynk organiczny,30,kapsułki,144.83,0.08,156.42,214.3,0.37,Aktywny
1886,Progress Labs,Potas,150,ml,110.15,0.05,115.66,131.85,0.14,Aktywny
1887,Kenay,Witamina A,250,ml,83.71,0.05,87.9,123.06,0.4,Aktywny
1888,Formeds,Witamina D,120,tabletki,139.93,0.23,172.11,234.07,0.36,Aktywny
1889,Pileje,Witamina A,250,ml,55.04,0.05,57.79,67.61,0.17,Aktywny
1890,Sanct Bernhard,Ginkgo Biloba,90,kapsułki,63.36,0.23,77.93,108.32,0.39,Nieaktywny
1891,Sanct Bernhard,Witamina C,300,tabletki,107.65,0.23,132.41,161.54,0.22,Aktywny
1892,Alto Pharma,Selen + E,20,ml,125.06,0.05,131.31,183.83,0.4,Nieaktywny
1893,Solgar,Różeniec górski,60,kapsułki,147.66,0.23,181.62,265.17,0.46,Nieaktywny
1894,Skoczylas,L-teanina,30,kapsułki,112.17,0.23,137.97,154.53,0.12,Aktywny
1895,Wish,Witamina E naturalna,120,tabletki,118.55,0.08,128.03,171.56,0.34,Aktywny
1896,Wish,Ginkgo Biloba,250,ml,102.28,0.05,107.39,152.49,0.42,Aktywny
1897,HempKing,Witamina E naturalna,90,tabletki,90.8,0.08,98.06,124.54,0.27,Aktywny
1898,Medica Herbs,Maca Bio,20,ml,84.48,0.05,88.7,123.29,0.39,Aktywny
1899,Diochi,Potas,30,ml,89.56,0.05,94.04,108.15,0.15,Nieaktywny
1900,Star Life,Żelazo w płynie,30,kapsułki,129.96,0.23,159.85,203.01,0.27,Aktywny
1901,Solgar,Selen + E,20,ml,93.78,0.05,98.47,121.12,0.23,Aktywny
1902,Biowen,Maślan sodu,150,ml,108.13,0.05,113.54,156.69,0.38,Aktywny
1903,NatVita,Żelazo w płynie,180,kapsułki,125.83,0.23,154.77,187.27,0.21,Aktywny
1904,Pharmovit,Maca Bio,90,tabletki,146.8,0.23,180.56,214.87,0.19,Aktywny
1905,Yango,Kurkumina C3,50,ml,80.83,0.05,84.87,112.03,0.32,Aktywny
1906,Lab One,Maślan sodu,250,ml,94.33,0.05,99.05,119.85,0.21,Aktywny
1907,Pileje,Maca Bio,150,ml,139.88,0.05,146.87,183.59,0.25,Nieaktywny
1908,HempKing,Bacopa Monnieri,60,kapsułki,76.42,0.23,94.0,134.42,0.43,Aktywny
1909,Solgar,Witamina A,180,tabletki,78.75,0.08,85.05,125.02,0.47,Aktywny
1910,NatVita,Maślan sodu,120,tabletki,68.69,0.23,84.49,122.51,0.45,Aktywny
1911,Yango,Probiotyk 10 szczepów,90,kapsułki,143.97,0.08,155.49,175.7,0.13,Aktywny
1912,Skoczylas,Magnez 4 formy,50,ml,87.98,0.05,92.38,130.26,0.41,Aktywny
1913,UNS,Melatonina 1mg,120,kapsułki,87.63,0.08,94.64,112.62,0.19,Aktywny
1914,Yango,Witamina A,120,tabletki,127.27,0.08,137.45,159.44,0.16,Aktywny
1915,Organis,Ashwagandha Extra,90,kapsułki,136.1,0.08,146.99,207.26,0.41,Aktywny
1916,Kenay,Żeń-Szeń Koreański,300,tabletki,135.57,0.23,166.75,223.45,0.34,Aktywny
1917,Yango,Maślan sodu,50,ml,85.09,0.05,89.34,104.53,0.17,Aktywny
1918,Aliness,Ginkgo Biloba,250,ml,121.4,0.05,127.47,170.81,0.34,Aktywny
1919,Mito-Pharma,Potas,300,tabletki,104.77,0.23,128.87,180.42,0.4,Aktywny
1920,Inwet Herbs,Magnez 4 formy,30,kapsułki,59.8,0.23,73.55,94.88,0.29,Aktywny
1921,Alto Pharma,Witamina K2 MK-7,30,ml,53.17,0.05,55.83,69.23,0.24,Aktywny
1922,Health Labs,Różeniec górski,90,kapsułki,109.11,0.23,134.21,185.21,0.38,Aktywny
1923,Aliness,Selen + E,30,tabletki,66.32,0.08,71.63,78.79,0.1,Aktywny
1924,Solgar,Witamina D,20,ml,81.92,0.05,86.02,118.71,0.38,Aktywny
1925,HempKing,Miedź Chelatowana,50,ml,70.9,0.05,74.45,84.13,0.13,Aktywny
1926,Kenay,Melatonina 1mg,30,kapsułki,136.18,0.08,147.07,179.43,0.22,Nieaktywny
1927,Wish,L-teanina,20,ml,136.8,0.05,143.64,162.31,0.13,Aktywny
1928,Yango,L-teanina,1000,ml,72.42,0.05,76.04,111.02,0.46,Nieaktywny
1929,Kenay,Maca Bio,90,tabletki,87.11,0.08,94.08,133.59,0.42,Nieaktywny
1930,Alto Pharma,Potas,90,tabletki,68.61,0.23,84.39,112.24,0.33,Aktywny
1931,MyVita,Bacopa Monnieri,180,tabletki,72.68,0.08,78.49,112.24,0.43,Aktywny
1932,Skoczylas,NAC 600mg,180,tabletki,147.56,0.23,181.5,252.29,0.39,Aktywny
1933,Pileje,Synbiotyk z Inuliną,90,kapsułki,105.58,0.23,129.86,148.04,0.14,Aktywny
1934,UNS,Żeń-Szeń Koreański,30,ml,71.96,0.05,75.56,108.05,0.43,Nieaktywny
1935,Solgar,Witamina A,120,kapsułki,64.07,0.08,69.2,94.8,0.37,Nieaktywny
1936,Health Labs,Witamina K2 MK-7,90,kapsułki,144.97,0.23,178.31,233.59,0.31,Nieaktywny
1937,Diochi,Witamina C,30,kapsułki,85.43,0.23,105.08,118.74,0.13,Aktywny
1938,Alto Pharma,Maca Bio,300,kapsułki,138.77,0.23,170.69,228.72,0.34,Nieaktywny
1939,Star Life,Krzem Organiczny,180,tabletki,100.62,0.23,123.76,179.45,0.45,Aktywny
1940,Yango,NAC 600mg,180,kapsułki,111.59,0.08,120.52,175.96,0.46,Aktywny
1941,Wish,Bacopa Monnieri,300,kapsułki,131.01,0.23,161.14,188.53,0.17,Aktywny
1942,Alto Pharma,Witamina K2 MK-7,60,kapsułki,56.18,0.08,60.67,80.08,0.32,Nieaktywny
1943,Skoczylas,Gotu Kola,120,kapsułki,74.24,0.08,80.18,105.04,0.31,Nieaktywny
1944,Diochi,Krzem Organiczny,60,tabletki,71.17,0.08,76.86,97.61,0.27,Aktywny
1945,Solgar,Omega-3 z alg,30,ml,71.52,0.05,75.1,92.37,0.23,Aktywny
1946,Inwet Herbs,Witamina C,50,ml,110.72,0.05,116.26,151.14,0.3,Aktywny
1947,Biowen,Witamina E naturalna,30,kapsułki,89.79,0.23,110.44,156.82,0.42,Aktywny
1948,HempKing,Gotu Kola,20,ml,137.42,0.05,144.29,173.15,0.2,Aktywny
1949,Organis,Witamina K2 MK-7,120,tabletki,133.91,0.23,164.71,230.59,0.4,Aktywny
1950,Pharmovit,Maca Bio,300,kapsułki,62.94,0.23,77.42,88.26,0.14,Nieaktywny
1951,Aliness,NAC 600mg,20,ml,77.66,0.05,81.54,117.42,0.44,Aktywny
1952,Pileje,Witamina A,300,kapsułki,56.99,0.08,61.55,89.86,0.46,Aktywny
1953,Lab One,Maślan sodu,60,kapsułki,143.19,0.23,176.12,199.02,0.13,Aktywny
1954,Aliness,Cynk organiczny,150,ml,128.0,0.05,134.4,186.82,0.39,Nieaktywny
1955,Pileje,Ashwagandha Extra,180,tabletki,144.3,0.23,177.49,248.49,0.4,Nieaktywny
1956,Mito-Pharma,Koenzym Q10,30,tabletki,75.27,0.08,81.29,91.86,0.13,Aktywny
1957,Lab One,Ginkgo Biloba,30,tabletki,108.49,0.23,133.44,178.81,0.34,Nieaktywny
1958,Yango,Żeń-Szeń Koreański,60,tabletki,86.7,0.08,93.64,125.48,0.34,Aktywny
1959,Progress Labs,Witamina K2 MK-7,150,ml,132.6,0.05,139.23,162.9,0.17,Aktywny
1960,Lab One,Krzem Organiczny,120,kapsułki,139.55,0.08,150.71,212.5,0.41,Aktywny
1961,Skoczylas,NAC 600mg,60,kapsułki,117.4,0.23,144.4,210.82,0.46,Aktywny
1962,Invent Farm,Witamina E naturalna,30,tabletki,120.15,0.23,147.78,202.46,0.37,Nieaktywny
1963,Wish,Kurkumina C3,180,kapsułki,51.24,0.08,55.34,76.37,0.38,Aktywny
1964,Formeds,Gotu Kola,50,ml,50.92,0.05,53.47,73.79,0.38,Nieaktywny
1965,Invent Farm,Żeń-Szeń Koreański,150,ml,116.93,0.05,122.78,157.16,0.28,Aktywny
1966,Pileje,Melatonina 1mg,120,tabletki,141.51,0.23,174.06,214.09,0.23,Aktywny
1967,Diochi,Witamina A,60,tabletki,82.45,0.23,101.41,124.73,0.23,Aktywny
1968,Skoczylas,Kolagen Type II,30,ml,50.44,0.05,52.96,59.84,0.13,Aktywny
1969,Pharmovit,Maślan sodu,180,tabletki,75.4,0.08,81.43,89.57,0.1,Aktywny
1970,Lab One,Witamina C,250,ml,72.39,0.05,76.01,92.73,0.22,Aktywny
1971,Health Labs,Probiotyk 10 szczepów,120,kapsułki,52.34,0.08,56.53,80.27,0.42,Nieaktywny
1972,Biowen,Kurkumina C3,180,kapsułki,104.94,0.23,129.08,189.75,0.47,Aktywny
1973,Pharmovit,Kolagen Type II,120,tabletki,133.83,0.23,164.61,200.82,0.22,Aktywny
1974,Formeds,Cynk organiczny,120,kapsułki,98.54,0.08,106.42,141.54,0.33,Aktywny
1975,Biowen,Maślan sodu,180,tabletki,144.0,0.08,155.52,188.18,0.21,Nieaktywny
1976,UNS,Witamina E naturalna,50,ml,130.61,0.05,137.14,168.68,0.23,Aktywny
1977,Biowen,Melatonina 1mg,300,kapsułki,131.78,0.08,142.32,194.98,0.37,Aktywny
1978,Star Life,Maślan sodu,300,tabletki,146.8,0.23,180.56,247.37,0.37,Aktywny
1979,Biowen,Maślan sodu,30,tabletki,93.34,0.23,114.81,172.22,0.5,Aktywny
1980,NatVita,Melatonina 1mg,20,ml,72.42,0.05,76.04,112.54,0.48,Aktywny
1981,Progress Labs,Witamina K2 MK-7,150,ml,80.38,0.05,84.4,97.06,0.15,Aktywny
1982,Skoczylas,Gotu Kola,180,kapsułki,133.04,0.23,163.64,214.37,0.31,Aktywny
1983,Medica Herbs,Koenzym Q10,180,kapsułki,108.35,0.23,133.27,170.59,0.28,Aktywny
1984,Wish,Gotu Kola,180,kapsułki,111.97,0.23,137.72,205.2,0.49,Aktywny
1985,Formeds,Melatonina 1mg,60,tabletki,122.48,0.08,132.28,162.7,0.23,Aktywny
1986,Solgar,Kurkumina C3,90,tabletki,109.36,0.23,134.51,177.55,0.32,Aktywny
1987,HempKing,Koenzym Q10,30,tabletki,57.73,0.08,62.35,77.94,0.25,Aktywny
1988,Formeds,Cynk organiczny,90,tabletki,99.02,0.23,121.79,157.11,0.29,Aktywny
1989,Star Life,Kolagen Type II,1000,ml,53.79,0.05,56.48,63.26,0.12,Aktywny
1990,Organis,Synbiotyk z Inuliną,60,tabletki,135.17,0.23,166.26,232.76,0.4,Aktywny
1991,Yango,Miedź Chelatowana,1000,ml,88.44,0.05,92.86,104.93,0.13,Aktywny
1992,Inwet Herbs,Selen + E,300,tabletki,87.31,0.08,94.29,105.6,0.12,Aktywny
1993,Organis,Probiotyk 10 szczepów,1000,ml,86.08,0.05,90.38,107.55,0.19,Aktywny
1994,UNS,Witamina D,300,tabletki,90.18,0.08,97.39,108.1,0.11,Aktywny
1995,Formeds,Omega-3 z alg,120,tabletki,66.71,0.08,72.05,105.91,0.47,Aktywny
1996,Sanct Bernhard,Cynk organiczny,90,tabletki,70.83,0.08,76.5,100.98,0.32,Aktywny
1997,Sanct Bernhard,Miedź Chelatowana,300,tabletki,57.86,0.23,71.17,93.23,0.31,Aktywny
1998,Mito-Pharma,Maca Bio,150,ml,64.37,0.05,67.59,87.87,0.3,Aktywny
1999,Aliness,Witamina C,500,ml,71.0,0.05,74.55,104.37,0.4,Aktywny
2000,Star Life,Omega-3 z alg,300,kapsułki,57.95,0.23,71.28,89.81,0.26,Aktywny
2001,Sanct Bernhard,Bacopa Monnieri,500,ml,54.85,0.05,57.59,66.8,0.16,Aktywny
2002,MyVita,Potas,180,tabletki,132.64,0.08,143.25,184.79,0.29,Aktywny
2003,Organis,Magnez 4 formy,120,tabletki,113.87,0.23,140.06,194.68,0.39,Aktywny
2004,Wish,Kolagen Type II,180,tabletki,145.93,0.08,157.6,220.64,0.4,Nieaktywny
2005,MyVita,Żeń-Szeń Koreański,300,kapsułki,147.5,0.23,181.43,226.79,0.25,Aktywny
2006,Skoczylas,Koenzym Q10,90,kapsułki,110.82,0.23,136.31,158.12,0.16,Aktywny
2007,Skoczylas,Probiotyk 10 szczepów,120,tabletki,125.93,0.23,154.89,185.87,0.2,Aktywny
2008,Star Life,Żeń-Szeń Koreański,20,ml,104.87,0.05,110.11,134.33,0.22,Aktywny
2009,Organis,Selen + E,60,tabletki,147.68,0.08,159.49,189.79,0.19,Aktywny
2010,Diochi,Ginkgo Biloba,50,ml,69.59,0.05,73.07,93.53,0.28,Aktywny
2011,Medica Herbs,Miedź Chelatowana,50,ml,131.61,0.05,138.19,153.39,0.11,Aktywny
2012,Medica Herbs,Miedź Chelatowana,60,kapsułki,110.63,0.08,119.48,172.05,0.44,Aktywny
2013,Diochi,Melatonina 1mg,180,tabletki,96.38,0.23,118.55,132.78,0.12,Aktywny
2014,Pileje,Potas,300,kapsułki,143.68,0.08,155.17,217.24,0.4,Aktywny
2015,Wish,Żeń-Szeń Koreański,60,tabletki,66.22,0.08,71.52,107.28,0.5,Aktywny
2016,Formeds,Maca Bio,60,kapsułki,118.8,0.08,128.3,178.34,0.39,Aktywny
2017,Alto Pharma,Gotu Kola,300,kapsułki,89.91,0.23,110.59,157.04,0.42,Aktywny
2018,Medica Herbs,Omega-3 z alg,60,tabletki,134.86,0.08,145.65,173.32,0.19,Aktywny
2019,Progress Labs,Ashwagandha Extra,150,ml,141.97,0.05,149.07,174.41,0.17,Nieaktywny
2020,Pharmovit,Żeń-Szeń Koreański,60,kapsułki,119.01,0.23,146.38,191.76,0.31,Aktywny
2021,Diochi,NAC 600mg,500,ml,120.05,0.05,126.05,141.18,0.12,Nieaktywny
2022,Mito-Pharma,Maca Bio,120,tabletki,108.05,0.08,116.69,131.86,0.13,Aktywny
2023,Skoczylas,Probiotyk 10 szczepów,20,ml,124.14,0.05,130.35,147.3,0.13,Nieaktywny
2024,Yango,Gotu Kola,120,tabletki,70.01,0.23,86.11,124.0,0.44,Aktywny
2025,Solgar,Różeniec górski,300,kapsułki,127.37,0.08,137.56,187.08,0.36,Aktywny
2026,UNS,Potas,250,ml,67.06,0.05,70.41,83.79,0.19,Aktywny
2027,Progress Labs,Witamina C,50,ml,113.95,0.05,119.65,147.17,0.23,Aktywny
2028,HempKing,Witamina D,500,ml,118.26,0.05,124.17,183.77,0.48,Aktywny
2029,Organis,NAC 600mg,180,kapsułki,62.22,0.23,76.53,103.32,0.35,Aktywny
2030,MyVita,Żelazo w płynie,250,ml,71.17,0.05,74.73,107.61,0.44,Aktywny
2031,Mito-Pharma,Maca Bio,500,ml,90.02,0.05,94.52,114.37,0.21,Nieaktywny
2032,Yango,Witamina E naturalna,150,ml,70.12,0.05,73.63,96.46,0.31,Aktywny
2033,Diochi,NAC 600mg,20,ml,60.33,0.05,63.35,87.42,0.38,Aktywny
2034,Invent Farm,Ginkgo Biloba,30,tabletki,82.02,0.08,88.58,113.38,0.28,Aktywny
2035,Organis,Witamina D,50,ml,111.81,0.05,117.4,143.23,0.22,Aktywny
2036,Lab One,Gotu Kola,20,ml,139.74,0.05,146.73,214.23,0.46,Aktywny
2037,Formeds,Cynk organiczny,120,tabletki,129.1,0.23,158.79,220.72,0.39,Aktywny
2038,NatVita,Żeń-Szeń Koreański,30,ml,134.19,0.05,140.9,163.44,0.16,Aktywny
2039,Lab One,Witamina A,120,tabletki,105.69,0.08,114.15,144.97,0.27,Aktywny
2040,UNS,Bacopa Monnieri,60,kapsułki,91.04,0.08,98.32,141.58,0.44,Aktywny
2041,Lab One,Kolagen Type II,90,tabletki,124.96,0.08,134.96,159.25,0.18,Nieaktywny
2042,Skoczylas,Witamina K2 MK-7,120,kapsułki,116.48,0.08,125.8,169.83,0.35,Aktywny
2043,NatVita,Melatonina 1mg,180,kapsułki,101.98,0.08,110.14,134.37,0.22,Aktywny
2044,Aliness,Kolagen Type II,30,tabletki,130.13,0.23,160.06,222.48,0.39,Aktywny
2045,Yango,NAC 600mg,90,tabletki,74.93,0.23,92.16,127.18,0.38,Aktywny
2046,UNS,Witamina C,180,kapsułki,61.79,0.23,76.0,91.2,0.2,Aktywny
2047,Alto Pharma,Witamina A,150,ml,131.04,0.05,137.59,152.72,0.11,Nieaktywny
2048,Formeds,Miedź Chelatowana,180,tabletki,140.53,0.08,151.77,171.5,0.13,Aktywny
2049,UNS,Krzem Organiczny,180,kapsułki,67.35,0.08,72.74,85.11,0.17,Aktywny
2050,Inwet Herbs,Witamina K2 MK-7,1000,ml,145.0,0.05,152.25,205.54,0.35,Nieaktywny
2051,NatVita,Omega-3 z alg,30,ml,103.08,0.05,108.23,130.96,0.21,Aktywny
2052,UNS,Witamina K2 MK-7,60,tabletki,114.65,0.23,141.02,162.17,0.15,Aktywny
2053,Health Labs,Witamina K2 MK-7,60,tabletki,144.82,0.08,156.41,184.56,0.18,Aktywny
2054,Kenay,Saccharomyces Boulardii,60,tabletki,129.57,0.08,139.94,186.12,0.33,Nieaktywny
2055,Kenay,Żelazo w płynie,180,kapsułki,88.85,0.08,95.96,142.02,0.48,Nieaktywny
2056,Yango,Probiotyk 10 szczepów,300,kapsułki,63.88,0.08,68.99,91.76,0.33,Aktywny
2057,Medica Herbs,Selen + E,180,tabletki,82.3,0.08,88.88,132.43,0.49,Aktywny
2058,Aliness,Ginkgo Biloba,120,kapsułki,128.56,0.08,138.84,169.38,0.22,Aktywny
2059,HempKing,Maślan sodu,120,kapsułki,145.82,0.08,157.49,179.54,0.14,Aktywny
2060,HempKing,Witamina K2 MK-7,30,ml,136.05,0.05,142.85,182.85,0.28,Aktywny
2061,Formeds,Ginkgo Biloba,500,ml,75.78,0.05,79.57,89.12,0.12,Nieaktywny
2062,Organis,Ashwagandha Extra,500,ml,74.4,0.05,78.12,114.06,0.46,Aktywny
2063,Lab One,Żeń-Szeń Koreański,300,kapsułki,148.52,0.08,160.4,189.27,0.18,Aktywny
2064,Aliness,Kurkumina C3,1000,ml,102.62,0.05,107.75,131.45,0.22,Aktywny
2065,Alto Pharma,Krzem Organiczny,250,ml,52.01,0.05,54.61,67.17,0.23,Aktywny
2066,Invent Farm,Cynk organiczny,30,ml,97.33,0.05,102.2,134.9,0.32,Aktywny
2067,Mito-Pharma,Kurkumina C3,90,kapsułki,148.99,0.23,183.26,273.06,0.49,Aktywny
2068,Organis,Różeniec górski,150,ml,101.52,0.05,106.6,124.72,0.17,Aktywny
2069,Yango,Probiotyk 10 szczepów,50,ml,61.01,0.05,64.06,82.64,0.29,Nieaktywny
2070,Invent Farm,Witamina A,180,tabletki,92.11,0.08,99.48,125.34,0.26,Nieaktywny
2071,Wish,Żelazo w płynie,150,ml,51.2,0.05,53.76,74.19,0.38,Nieaktywny
2072,HempKing,Ashwagandha Extra,90,kapsułki,121.08,0.23,148.93,169.78,0.14,Aktywny
2073,Pileje,Gotu Kola,60,kapsułki,119.84,0.08,129.43,170.85,0.32,Aktywny
2074,Health Labs,Ashwagandha Extra,180,tabletki,62.5,0.23,76.88,104.56,0.36,Aktywny
